FID,id,geom,stembureau,naam,adres,postcode,plaats
stembureau.41,41,"POLYGON ((115110.573092 495675.924978, 115109.187556 495675.49744, 115109.022428 495674.747139002, 115109.117749 495674.441665001, 115104.530877 495673.010360001, 115104.435556 495673.315833004, 115103.609682 495674.503427002, 115102.774817 495675.875828001, 115102.196254 495677.345907, 115101.849367 495678.921400001, 115101.710449 495680.519013, 115101.717997 495682.016355, 115101.625061 495682.322562001, 115106.313562 495683.745567002, 115106.406499 495683.439360002, 115106.948008 495682.845298002, 115107.100842 495682.892646003, 115107.124516 495682.816229002, 115111.835025 495684.275561001, 115104.813 495707.026000001, 115092.769 495703.333000001, 115091.679 495706.864000001, 115090.95 495706.816000001, 115090.285 495707.038000004, 115089.715 495707.490000004, 115089.343 495708.118000002, 115089.282 495708.853000002, 115089.486 495709.544000001, 115089.97 495710.113000002, 115090.48 495710.492000003, 115089.878 495712.430000001, 115088.17 495711.900000001, 115079.49 495739.870000001, 115096.93 495745.27, 115096.54 495746.52, 115097.43 495746.810000001, 115095.32 495753.670000002, 115114.13 495759.500000002, 115116.26 495752.620000003, 115117.16 495752.890000001, 115117.55 495751.650000003, 115136.12 495757.4, 115137.25 495753.782000001, 115137.832 495753.962000002, 115138.578 495754.057000003, 115139.269 495753.852000001, 115139.825 495753.375, 115140.178 495752.741000001, 115140.248 495752.009000003, 115140.056 495751.311000002, 115139.626 495750.738000001, 115138.955 495750.405000001, 115138.324 495750.209999999, 115138.949 495748.226000001, 115140.105 495748.584000001, 115148.75 495720.660000001, 115132.773 495715.682999999, 115139.673 495693.334000002, 115148.977 495696.249, 115147.664 495700.500000001, 115155.117 495702.801000002, 115158.434 495692.009, 115158.976 495692.179000002, 115159.862 495689.303000003, 115159.318 495689.133, 115162.468 495679.022000002, 115155.009 495676.74, 115153.84 495680.492000002, 115134.22 495674.38, 115135.08 495671.510000001, 115134.263 495671.256, 115133.842 495670.792, 115133.345 495670.335999999, 115132.778 495669.941999999, 115132.188 495669.655000001, 115131.167 495669.341000003, 115130.509 495669.242000003, 115129.821 495669.239000002, 115129.144 495669.333000002, 115128.551 495669.494000002, 115127.72 495669.240000002, 115126.824 495672.112000002, 115113.067073 495667.842652, 115110.573092 495675.924978))",130,obs Het Eiland,P.A. van Meverstraat 1,1507 XE,Zaandam
stembureau.42,42,"POLYGON ((117405.291 494614.039000001, 117400.337 494619.696999999, 117396.574 494616.423000001, 117386.537 494627.877, 117394.24 494634.601000004, 117395.884 494632.718, 117416.577 494650.835, 117424.963 494641.257000001, 117423.067 494639.597000003, 117428.02 494633.939000002, 117422.212 494628.854000002, 117420.565 494630.735000001, 117409.452 494621.005000002, 117411.099 494619.124000001, 117405.291 494614.039000001))",111,Dependance Herman Gorterschool,Burgemeester Smitstraat 2A,1501 RP,Zaandam
stembureau.43,43,"POLYGON ((116429.4 494384.070000002, 116429.37 494384.369999999, 116437.64 494385.62, 116437.72 494385.150000001, 116442.09 494385.81, 116441.52 494389.490000002, 116441.21 494391.490000003, 116448.54 494392.620000001, 116448.49 494392.94, 116449.03 494393.010000001, 116449.1 494392.67, 116456.44 494393.82, 116457.7 494385.550000002, 116456.71 494385.4, 116458.22 494375.460000001, 116472.65 494377.649999999, 116471.96 494382.159999998, 116481.75 494383.61, 116483.177 494374.127, 116484.275 494374.292, 116486.695 494358.183, 116478.982 494357.025000001, 116478.464 494360.476000002, 116470.82 494359.330000004, 116470.87 494358.99, 116470.34 494358.91, 116470.28 494359.24, 116462.546 494358.065000001, 116462.597 494357.729, 116461.945 494357.629000002, 116461.894 494357.965000001, 116454.241 494356.805000001, 116453.641 494360.762000001, 116446.49 494359.690000001, 116446.54 494359.340000001, 116445.99 494359.260000003, 116445.94 494359.610000002, 116438.62 494358.490000002, 116429.149 494357.022000003, 116427.678 494366.67, 116432.295 494367.374, 116432.016 494369.203, 116431.67 494369.150000001, 116430.51 494376.519999999, 116430.21 494376.44, 116430.14 494376.990000002, 116430.46 494377.040000001, 116429.4 494384.070000002))",124,School De Dijk-Oost,Hogendijk 81,1506 AE,Zaandam
stembureau.44,44,"POLYGON ((112843.623 501299.719000002, 112849.83 501297.260000002, 112853.44 501295.830000003, 112853.89 501296.980000001, 112858.08 501295.290000001, 112857.62 501294.14, 112857.72 501294.130000001, 112855.99 501289.720000001, 112857.13 501289.230000001, 112855.47 501285.040000002, 112854.31 501285.490000002, 112854.27 501285.390000002, 112853.36 501285.75, 112852.99 501285.570000001, 112850.95 501286.370000002, 112850.78 501286.770000001, 112840.11 501290.980000002, 112843.623 501299.719000002))",501,"St. Petrusparochie, INGANG KERK",Snuiverstraat 2,1561 HD,Krommenie
stembureau.45,45,"POLYGON ((116449.175 495722.773, 116438.655 495724.429, 116438.631 495724.291000002, 116428.735 495726.002000003, 116428.83 495726.554000003, 116426.958 495726.878000002, 116426.723 495725.518000003, 116422.542 495726.242, 116422.498 495725.987000003, 116408.942 495728.332000001, 116404.47 495729.130000001, 116404.556 495729.569000002, 116405.05 495729.480000002, 116406.402639 495736.262658001, 116405.919108 495736.346198001, 116405.994017 495736.779775001, 116411.856 495735.767000002, 116412.101 495737.182, 116441.255 495732.148000001, 116449.036 495730.920000004, 116448.821 495729.303000002, 116450.098 495729.117000001, 116449.175 495722.773))",126,Het Tolhuys,Westzijde 216,1506 GG,Zaandam
stembureau.62,62,"POLYGON ((115207.797537 495811.218811002, 115202.68 495830.349999999, 115188.17 495838.760000002, 115190.22 495842.220000003, 115183.75 495866.41, 115181.71 495865.86, 115174.99 495891.080000002, 115189.49 495894.94, 115191.73 495898.740000001, 115191.24894 495900.537490002, 115193.73 495901.200000001, 115197.74 495885.97, 115197.18 495885.83, 115202.41 495866.180000002, 115200.47 495865.67, 115201.75 495860.860000001, 115207.78 495857.380000002, 115211.24 495858.300000002, 115213.85 495848.530000003, 115214.33 495848.680000003, 115219.759 495828.330000001, 115219.17 495828.169999999, 115220.31 495823.890000002, 115221.67 495824.250000002, 115223.33 495818.06, 115213.78 495815.500000002, 115213.6 495816.179999999, 115212.805709 495815.967244002, 115213.659598 495812.834005001, 115207.797537 495811.218811002))",131,"Evean Westerwatering, HOOFDINGANG",Elsbroekplantsoen 1,1507 KL,Zaandam
stembureau.46,46,"POLYGON ((117124.072221 495216.667663001, 117131.032 495222.192, 117129.793 495224.921999999, 117142.519 495230.49, 117142.475 495230.591000002, 117148.83 495233.330000001, 117149.229 495233.497999999, 117186.825 495249.731, 117195.294 495253.377000002, 117195.332263 495254.571636999, 117196.193658 495255.400263002, 117197.38888 495255.392187998, 117198.239 495254.552000003, 117198.769 495252.963000003, 117201.516 495253.905000002, 117201.6 495253.659000002, 117236.065 495265.484000001, 117235.992 495265.692, 117236.498 495265.868000004, 117236.571 495265.660000003, 117238.614 495266.362, 117242.985 495267.879000002, 117242.401 495269.602000002, 117253.149 495273.244000002, 117266.117 495235.327, 117255.406 495231.669000003, 117253.65 495236.583999999, 117250.309 495234.611000001, 117251.92 495231.881000002, 117249.447 495230.421000003, 117251.080564 495227.387197003, 117205.435596 495200.988968, 117204.213322 495203.106007002, 117170.234236 495183.474792001, 117169.819952 495184.194657, 117165.591 495181.748000001, 117166.782 495179.593000001, 117157.459 495174.177999999, 117152.95 495180.083000002, 117156.323644 495182.675801002, 117136.129043 495208.904424, 117132.247344 495206.038375, 117124.072221 495216.667663001), (117147.729 495219.543, 117160.444 495202.908000001, 117164.091 495198.184000002, 117165.13 495196.839000001, 117168.709 495198.888, 117167.958 495200.187000001, 117193.517 495214.974000002, 117196.382 495216.632000001, 117195.996 495217.298000003, 117197.07 495217.919000003, 117196.37824 495222.228789, 117197.061896 495226.539871001, 117199.053089 495230.424193002, 117202.15411 495233.496079002, 117206.057056 495235.450516003, 117210.374399 495236.093447002, 117214.677466 495235.361033999, 117218.539 495233.326000002, 117220.698 495234.586000002, 117223.484 495236.212, 117226.412 495231.148000003, 117244.429 495241.578999998, 117239.812 495255.033000002, 117239.594 495254.959000002, 117202.214 495242.156000002, 117201.556 495244.076000002, 117197.81 495242.754000001, 117198.353 495241.496000004, 117154.024 495222.367999999, 117154.072 495222.257999998, 117147.729 495219.543))",115,"Hervormd Centrum Pennemes, INGANG BLOEMGRACHT",Pennemes 7,1502 WV,Zaandam
stembureau.47,47,"POLYGON ((112424.636799 499873.988811, 112443.442285 499856.390091004, 112418.560811 499829.840467, 112417.089747 499831.238294, 112411.780113 499825.580142003, 112391.15564 499844.892377001, 112400.122403 499854.340609001, 112404.478366 499850.252243999, 112410.402703 499856.561810999, 112409.28629 499857.608005002, 112424.636799 499873.988811))",609,ICB De Octant,Blauwe Ring 90A,1566 MZ,Assendelft
stembureau.48,48,"POLYGON ((115463.674 495695.637000002, 115462.86 495693.928, 115459.985 495692.898000001, 115454.095 495709.146, 115458.254 495710.651999999, 115459.717 495706.598000001, 115470.494 495710.489000002, 115469.032 495714.543000001, 115475.468 495716.865000003, 115476.938 495712.822, 115488.214 495716.908000001, 115488.725 495715.499000001, 115491.096 495716.358000001, 115490.585 495717.766999999, 115490.975 495717.916999999, 115491.353 495717, 115494.421332 495718.125336001, 115497.687465 495718.24119, 115500.82782 495717.336084, 115503.53128 495715.499689002, 115505.530012 495712.913937002, 115506.626 495709.834999998, 115507.549 495710.158, 115507.691 495709.754999999, 115506.288 495709.253, 115507.144 495706.864000001, 115508.544 495707.368999998, 115512.627 495696.055999998, 115516.676 495697.532000001, 115519.021 495691.098000001, 115514.967 495689.635000001, 115518.854 495678.863999999, 115522.909 495680.324000001, 115525.232 495673.874000002, 115521.179 495672.408999999, 115525.073 495661.657, 115529.129 495663.115, 115531.447 495656.670000002, 115527.391 495655.211000002, 115529.41 495649.667, 115519.066 495645.935, 115517.047 495651.538000004, 115516.456 495651.322000003, 115514.691 495652.121, 115513.346 495655.945000001, 115514.148 495657.655999999, 115514.74 495657.871, 115511.072 495667.999000002, 115507.657 495666.762000003, 115505.929 495667.57, 115504.028 495672.821, 115504.812 495674.581000003, 115508.25 495675.832000004, 115504.595 495685.962000001, 115504.008 495685.750000002, 115502.25 495686.560000002, 115500.892 495690.316000001, 115501.751 495692.081000003, 115502.345 495692.293000004, 115498.319 495703.223, 115497.759 495702.929000003, 115491.739 495705.749000003, 115491.508 495706.397000002, 115480.614 495702.470999999, 115480.827 495701.878000002, 115480.054 495700.163000003, 115476.236 495698.781, 115474.516 495699.613000001, 115474.312 495700.195, 115463.395 495696.264000003, 115463.674 495695.637000002))",129,Buurthuis De Zeskanter,Nieuwendamstraat 2 E,1507 JE,Zaandam
stembureau.49,49,"POLYGON ((111740.864 501031.408000002, 111737.614 501033.519, 111745.538 501045.6, 111724.696 501059.271000001, 111723.378 501057.265, 111711.151 501065.293000003, 111712.468 501067.300000001, 111688.396 501083.084000002, 111697.726 501097.314999999, 111700.745 501095.334999999, 111702.716 501098.336000002, 111735.212 501077.018000002, 111754.044 501064.649, 111752.067 501061.640000001, 111754.872 501059.804000003, 111757.516 501063.840000002, 111767.783 501057.114000002, 111747.878 501026.792000001, 111744.641 501028.912000001, 111745.627 501030.417999999, 111741.844 501032.918000001, 111740.864 501031.408000002))",607,School Het Koraal,Kreekrijklaan 2,1567 LP,Assendelft
stembureau.50,50,"POLYGON ((112563.478 502180.541, 112564.365 502182.967, 112605.603 502167.935000003, 112599.717 502151.857000003, 112565.981 502164.163000003, 112565.652 502163.250000001, 112565.417 502163.334000002, 112564.73 502161.479000001, 112564.965 502161.394000001, 112563.818 502158.235000003, 112553.77 502130.606000002, 112550.968 502122.926000001, 112549.465 502123.474000001, 112543.439 502106.864000001, 112539.684 502096.466000001, 112536.063 502097.772999999, 112535.231 502095.468999998, 112540.335 502093.642000003, 112541.757 502093.133000004, 112536.579 502078.916000003, 112535.574 502079.282000001, 112533.407775 502076.627282002, 112530.587109 502074.682054004, 112527.335846 502073.600689001, 112523.912 502073.469000001, 112521.361741 502075.771058001, 112519.551092 502078.690792001, 112518.622494 502081.998509999, 112518.649 502085.434000001, 112517.651 502085.794000001, 112520.344 502093.240000003, 112522.6645 502099.59, 112524.036 502099.043000001, 112526.494 502105.727, 112527.198 502105.469000001, 112528.186 502108.229999999, 112527.482 502108.488000001, 112528.95 502112.489000002, 112529.654 502112.230000001, 112530.65 502114.982000001, 112529.945 502115.238000001, 112531.404 502119.261000001, 112532.109 502119.005000001, 112533.108 502121.760000002, 112532.404 502122.031, 112533.892 502125.986, 112534.6 502125.739, 112535.572 502128.524000001, 112534.864 502128.771000005, 112535.004 502129.167, 112535.193 502129.703000001, 112542.163 502148.887000003, 112554.829 502183.700999999, 112563.478 502180.541))",507,Evean Rosariumhorst,Rosariumpark 2,1561 TV,Krommenie
stembureau.51,51,"POLYGON ((115238.434 498961.997000002, 115236.331 498964.303000002, 115231.364 498968.858000002, 115226.042 498972.992, 115220.387 498976.679000002, 115214.463 498979.892000001, 115213.82 498980.17, 115211.993 498984.369000002, 115206.706 498986.384999999, 115202.554 498984.548000001, 115201.823 498984.792000002, 115195.354 498986.418000001, 115188.694 498987.517000002, 115181.97 498988.077000002, 115175.221 498988.067999999, 115172.049 498987.799000002, 115171.186 498997.979000001, 115172.744 498998.152000003, 115172.699 499000.11, 115172.671491 499001.309685, 115173.305817 499001.324606, 115173.303057 499001.444987001, 115180.079494 499001.618652001, 115184.587 499001.391000003, 115187.201 499001.233000002, 115194.357 499000.284000003, 115194.125 498998.974000001, 115197.703 498998.340000001, 115199.873 499003.881000002, 115201.876 499003.097000003, 115203.676 499006.309000001, 115201.565 499011.068000002, 115193.967 499028.352000001, 115204.068 499032.810000001, 115202.38 499036.653000001, 115206.547 499038.482000002, 115215.857 499017.356000001, 115219.527 499015.949, 115225.394 499030.983000002, 115223.788 499034.623000003, 115226.788 499042.369, 115219.627 499058.683000002, 115213.021 499055.797999999, 115212.474 499057.054000001, 115211.11 499057.578999999, 115209.853 499057.032, 115208.539 499060.054000003, 115205.784 499058.853000002, 115201.319 499068.989000002, 115202.569 499069.550000003, 115203.092 499070.901000001, 115202.543 499072.157000001, 115205.626 499073.500000003, 115204.816 499075.356000001, 115206.65 499076.163, 115205.311 499079.273000004, 115206.574 499079.816000001, 115207.092 499081.168999999, 115206.547 499082.429, 115216.701 499086.897, 115217.903 499084.158000003, 115220.926 499085.493000001, 115221.485 499084.228000001, 115222.841 499083.712000003, 115224.093 499084.266000002, 115228.449 499074.390999998, 115237.217 499078.243, 115232.871 499088.119, 115234.125 499088.67, 115234.656 499090.037999999, 115234.103 499091.292000002, 115237.133 499092.628000001, 115235.928 499095.368999999, 115246.076 499099.826, 115246.623 499098.558000001, 115247.979 499098.037000002, 115249.231 499098.591999999, 115250.604 499095.500000003, 115252.467 499096.320000002, 115253.25 499094.466999999, 115256.353 499095.831000002, 115256.903 499094.580000001, 115258.259 499094.058000001, 115259.513 499094.586999999, 115263.978 499084.450000002, 115261.239 499083.250000001, 115262.566 499080.212000001, 115261.312 499079.663000003, 115260.771 499078.308000001, 115261.326 499077.055000001, 115251.479 499072.694000001, 115255.342 499063.907000002, 115265.216 499068.271000001, 115265.77 499067.018000004, 115267.114 499066.468, 115268.364 499067.031000003, 115269.72 499064.014, 115272.449 499065.218999999, 115276.917 499055.070000004, 115275.668 499054.521999998, 115275.131 499053.163000002, 115275.684 499051.910999999, 115272.589 499050.543000003, 115273.395 499048.702, 115271.559 499047.889000001, 115272.93 499044.791000002, 115271.679 499044.240000001, 115271.142 499042.891000001, 115271.682 499041.628, 115261.543 499037.151000001, 115260.339 499039.901000002, 115257.313 499038.575, 115256.763 499039.829999999, 115255.411 499040.353999999, 115254.159 499039.802000002, 115251.252 499046.384999999, 115234.956 499039.196000001, 115232.52 499032.885000001, 115233.797 499029.943000002, 115231.059 499028.727, 115228.312 499029.791000002, 115222.475 499014.810000001, 115226.175 499013.369000004, 115234.634 499017.121000005, 115237.676 499010.233000003, 115240.932 499002.842, 115229.938 498997.992000001, 115225.873 498987.526000003, 115226.524 498987.155000003, 115229.835 498985.114000001, 115235.539 498981.115, 115240.925 498976.684, 115246.278 498971.533000002, 115244.845 498970.168000001, 115245.995 498968.910999999, 115238.434 498961.997000002), (115260.381 499046.170000003, 115269.52 499050.205000001, 115265.495 499059.349, 115256.356 499055.314000001, 115260.381 499046.170000003), (115234.979 499057.597000003, 115234.316 499055.869000001, 115235.606 499052.940000002, 115248.236 499058.498999997, 115245.001 499065.831000002, 115243.281 499066.502999999, 115243.948 499068.218000001, 115242.682 499071.137000002, 115235.365 499067.934000001, 115234.694 499066.205999999, 115232.952 499066.867000002, 115230.034 499065.586000001, 115233.256 499058.272000001, 115234.979 499057.597000003), (115212.728 499064.719000002, 115221.872 499068.742000002, 115217.845 499077.884999999, 115208.701 499073.861, 115212.728 499064.719000002), (115245.808 499079.285000002, 115254.955 499083.302000002, 115250.933 499092.435000002, 115241.785 499088.418000002, 115245.808 499079.285000002))",304,Evean Guisveld,George Gershwinstraat 207,1544 NX,Zaandijk
stembureau.52,52,"POLYGON ((116027.907 494369.031999999, 116025.463 494371.158000003, 116025.046 494371.521, 116025.433 494371.912000001, 116030.415 494377.619, 116031.06 494378.342, 116031.876 494379.242, 116031.712 494379.713000002, 116032.013 494379.82, 116037.168 494365.058999999, 116037.86 494363.077000002, 116039.121 494359.467000003, 116038.818 494359.363999999, 116038.712 494359.678000004, 116035.017 494362.889000001, 116034.52 494363.321, 116033.713 494362.392999999, 116034.195 494361.977000001, 116022.698 494348.906000001, 116015.152 494355.398000002, 116026.646 494368.477000002, 116027.082 494368.093000003, 116027.907 494369.031999999))",132,Kazerne Brandweer Houtveldweg,Westzanerdijk 74-76,1507 AJ,Zaandam
stembureau.53,53,"POLYGON ((117590.64 496344.180000001, 117588.481 496335.583999998, 117581.891 496337.204, 117581.267 496334.665999998, 117558.563 496340.247, 117549.656 496303.931, 117549.108 496301.698000001, 117529.51 496306.504, 117530.067 496308.773999999, 117537.922 496340.812, 117533.894001 496341.858000001, 117531.704569 496339.506792003, 117528.83638 496338.059284002, 117525.64439 496337.694614999, 117522.523627 496338.457914999, 117519.860306 496340.254721003, 117517.98403 496342.862666003, 117517.127 496345.959000003, 117513.047 496346.952999999, 117505.202 496314.849000003, 117504.65 496312.592000002, 117485.03 496317.389, 117485.599 496319.706000001, 117494.514 496356.032000002, 117489.47 496357.223, 117488.211 496354.506000001, 117486.187 496355.443000002, 117484.089785 496353.788612002, 117481.479825 496353.219905001, 117478.884436 496353.851781, 117476.827985 496355.556575, 117475.725956 496357.989854, 117475.801 496360.659999998, 117466.37 496362.875000003, 117464.824 496356.572000002, 117463.707 496356.846, 117460.043 496341.966000003, 117415.733 496352.848999998, 117419.443 496368.001000001, 117419.95 496370.100000002, 117423.728 496385.483000001, 117424.809 496385.217000002, 117428.482 496400.172000002, 117446.02 496395.87, 117472.912 496389.264999999, 117469.783 496376.528000002, 117481.999 496373.527000002, 117509.279 496366.827000002, 117520.278 496364.125000004, 117529.741 496402.652000001, 117531.683179 496402.174568003, 117532.87583 496407.030243001, 117531.419127 496407.388037999, 117532.373248 496411.272578999, 117531.88768 496411.391843999, 117532.12621 496412.362979, 117534.06848 496411.885919, 117534.831777 496414.993551, 117540.342598 496413.639983002, 117560.351 496408.634999999, 117572.62956495 496405.546485558, 117567.748 496387.093000001, 117558.784 496389.301999999, 117547.703114725 496392.142022383, 117540.439 496362.569000001, 117559.089 496357.988, 117561.419 496367.471000001, 117581.21 496362.609999999, 117578.126 496349.920999999, 117585.701 496348.080000002, 117585.082 496345.531000001, 117590.64 496344.180000001), (117545.487 496321.628000002, 117546.467 496325.066000002, 117542.846 496326.099000001, 117541.866 496322.660000003, 117545.487 496321.628000002), (117500.991 496332.578000004, 117501.835 496335.853000001, 117498.198 496336.789999999, 117497.354 496333.516000002, 117500.991 496332.578000004), (117452.296 496358.604000003, 117457.098 496379.295000001, 117437.272 496383.894, 117432.47 496363.203000001, 117452.296 496358.604000003))",108,"Evean Oostergouw, HOOFDINGANG",Koningin Julianaweg 10,1502 DZ,Zaandam
stembureau.54,54,"POLYGON ((118520.073 495190.764, 118518.776 495191.412000003, 118520.139 495194.140999999, 118521.423 495193.475000001, 118524.41 495199.410000001, 118534.67 495201.249999999, 118537.17 495206.160000001, 118541.24 495200.409999999, 118549.67 495196.13, 118546.69 495192.660000001, 118551.66 495185.630000003, 118536.083 495167.533999999, 118532.11 495169.560000001, 118513.98 495178.690000002, 118520.073 495190.764))",106,JerehSalem,Galjoenstraat 1,1503 RD,Zaandam
stembureau.55,55,"POLYGON ((115864.622 494828.392000001, 115868.552 494829.829, 115870.685 494823.973999999, 115857.178 494819.046000001, 115859.527 494812.511999998, 115856.16 494811.247000001, 115831.646 494802.422000001, 115829.703 494807.967, 115830.276 494808.170000001, 115829.905 494809.206000003, 115825.914 494807.774999999, 115823.823 494813.607000001, 115837.929 494818.734999999, 115837.549 494819.778000002, 115836.975 494819.556999999, 115834.986 494825.090999999, 115862.806 494835.202, 115864.822 494829.656000001, 115864.248 494829.448, 115864.622 494828.392000001))",134,Best Western Zaan Inn,Grenehout 22,1507 EB,Zaandam
stembureau.56,56,"POLYGON ((115704.048 497409.491000003, 115718.9 497411.941, 115719.49 497408.366000002, 115731.003 497410.206000002, 115731.682 497406.816000001, 115741.957238 497409.040925, 115743.315858 497402.846122999, 115721.32818 497398.076363001, 115722.023311 497393.923289001, 115718.397725 497393.297249002, 115718.984881 497388.958801003, 115717.324708 497388.736315, 115717.340262 497388.620256001, 115716.927066 497388.568997003, 115716.348637 497392.949484001, 115711.862523 497392.192987999, 115711.180157 497396.295366998, 115706.988429 497395.593933001, 115707.016 497395.426000001, 115706.596 497395.357, 115706.563 497395.558000002, 115706.352 497395.523000001, 115704.048 497409.491000003))",202,Buurthuis Het Brandtweer,Breestraat 110,1541 EK,Koog aan de Zaan
stembureau.57,57,"POLYGON ((113135.622 497555.909000003, 113136.751 497556.046000003, 113136.807 497555.579000002, 113145.421 497556.707000002, 113145.372 497557.158000002, 113146.534 497557.290000002, 113146.599 497556.832999999, 113146.939 497556.871000003, 113146.982 497556.526000002, 113147.448 497556.585, 113147.591 497555.464000001, 113147.135 497555.405000001, 113147.526 497552.341, 113148.175235738 497552.229085648, 113148.704183465 497552.075432264, 113149.29103793 497551.819390397, 113149.523482816 497551.697310785, 113150.047189272 497551.340431033, 113150.430222993 497551.014310711, 113150.669756843 497550.770380333, 113150.812857444 497550.614748547, 113151.185665907 497550.102259071, 113151.421989703 497549.693426371, 113151.579716188 497549.355752172, 113151.662000011 497549.161, 113154.71 497549.551000001, 113154.654 497550.003000001, 113155.782 497550.143, 113155.847 497549.686, 113156.185 497549.722999998, 113156.241 497549.383000003, 113156.694 497549.442000003, 113156.846 497548.314000003, 113156.385 497548.251, 113157.506 497539.550000002, 113157.967 497539.616000002, 113158.128 497538.490000002, 113157.658 497538.426000001, 113157.705 497538.084000003, 113157.363 497538.036999999, 113157.426 497537.582, 113156.299 497537.427000001, 113156.237 497537.883000003, 113153.168999662 497537.451000035, 113153.015177078 497536.611949012, 113152.884704406 497536.205461515, 113152.620599512 497535.622669604, 113152.291407158 497535.074007413, 113151.887075879 497534.578110225, 113151.428546499 497534.131849526, 113151.210988745 497533.964066539, 113150.731243979 497533.640486928, 113150.353479853 497533.441616444, 113149.96 497533.276000001, 113150.337 497530.243000001, 113150.793 497530.300000004, 113150.937 497529.168, 113150.475 497529.097, 113150.52 497528.755, 113150.178 497528.71, 113150.238 497528.254000003, 113149.111 497528.106000002, 113149.064 497528.548999999, 113140.401 497527.368, 113140.464 497526.912000003, 113139.358 497526.761000001, 113139.292608 497527.211293, 113138.949668 497527.164472001, 113138.902322 497527.511255003, 113138.425862 497527.446205002, 113138.291 497528.433999999, 113134.486 497527.915, 113131.485 497530.235000001, 113130.995 497534.001000005, 113130.021 497533.857000002, 113129.953 497534.317000001, 113129.606 497534.265000002, 113129.381 497535.790999999, 113129.7 497535.838000001, 113129.349 497538.669, 113127.039 497538.405000003, 113126.691 497541.453000001, 113128.946 497541.758, 113128.583 497544.634000003, 113128.259 497544.605, 113128.124 497546.111000001, 113128.47 497546.150000004, 113128.412 497546.606000001, 113129.32 497546.721000003, 113128.738 497550.552000002, 113131.116 497553.613000002, 113134.992 497554.104000001, 113134.889 497555.004000001, 113135.373 497555.053000002, 113135.331 497555.400000001, 113135.678 497555.442000001, 113135.622 497555.909000003))",703,De Grote Kerk,Kerkbuurt 37,1551 AB,Westzaan
stembureau.58,58,"POLYGON ((116336.803484 495916.254541999, 116336.35 495909.961000003, 116336.449 495909.954000003, 116336.417 495909.531, 116336.317 495909.538000002, 116335.863 495903.237000004, 116335.963 495903.229000001, 116335.934 495902.792000003, 116335.834 495902.800000002, 116335.373 495896.502000002, 116335.473 495896.494000001, 116335.449 495896.062000003, 116332.248 495896.248, 116331.601 495887.355000002, 116331.693 495887.329000001, 116331.678 495886.926999999, 116306.227 495888.721, 116306.995 495898.067000001, 116303.932 495898.283, 116304.403 495904.983000003, 116302.281 495905.175000002, 116302.881 495911.880000002, 116300.616 495912.036000002, 116301.112 495919.175999998, 116315.526 495918.161000001, 116315.891 495923.348, 116320.325 495923.037000001, 116320.834 495930.267000001, 116334.62 495929.296999999, 116334.187597 495923.152819002, 116343.241366 495922.512649, 116343.840884 495930.991480004, 116356.806526 495930.074709999, 116355.482158 495911.420587001, 116342.516198 495912.340933004, 116342.768966 495915.901972999, 116336.907781 495916.312398002, 116336.90324 495916.247557003, 116336.803484 495916.254541999))",127,Obs Hannie Schaft,Boerenpad 22,1506 HK,Zaandam
stembureau.59,59,"POLYGON ((118787.79 494334.970000001, 118786.38 494342.990000002, 118789.42 494343.530000001, 118786.97 494357.609999999, 118793.14 494358.739999998, 118791.46 494368.100000001, 118815.09 494372.36, 118816.78 494362.99, 118821.46 494363.83, 118823.72 494351.32, 118830.01 494352.440000001, 118832.29 494339.770000003, 118811.8 494336.06, 118810.93 494340.81, 118806.38 494340, 118806.67 494338.390000002, 118787.79 494334.970000001))",103,Wijkgebouw De Poelenburcht,Weerpad 1A,1504 NX,Zaandam
