bagID_stemburo,50PLUS,Aan. & Een.,Actief,Ad Bos Collectief,Al.V&D,Amersfoort 2014,Amersfoort Anders,Anti Euro Partij,Anti Europa Partij,Artikel 1,Artikel 50,Belangen Gemeenschap,Blanco lijst Chel,Burger Partij Amersfoort,Christen Democratisch Appél,ChristenUnie,ChristenUnie-Staatkundig Gereformeerde Partij,Continue Directe Democratie Partij,DENK,De Burger Beweging,De Conservatieven.nl,De Groenen,Democraten 66,Democratisch Europa,Democratisch Politiek Keerpunt,Eerlijk.EU,Europa Transparant,Europa Voordelig! & Duurzaam,Europese Klokkenluiders Partij,EénNL,Forum voor Democratie,GeenPeil,GroenLinks,Hart voor Amersfoort,Heel NL,IQ-Partij,Islam Democraten,Jezus Leeft,Jouw Amersfoort,Leefbaar Amersfoort,Leefbaar Europa,Leefbaar Nederland,Leefbaar Provincie Utrecht,Liberaal Democratische Partij,Liberale Partij,Libertarische Partij,Libertas,Lijst 14,Lijst Lashkari,Lijst Pim Fortuyn,Lijst Ratelband,Lijst Özcan,MenS en Spirit / Basisinkomen Partij / V-R,Mooi Utrecht,Nederland Duurzaam,Nederland Lokaal,Nederland Transparant,Nederlandse Middenstands Partij,Newropeans,Niet Stemmers,Nieuw Nederland,Nieuw Rechts,Nieuwe Communistische Partij-NCPN,Nieuwe Wegen,OPA,Ondernemers Partij,Partij van de Arbeid,Partij van de Toekomst,Partij van het Noorden,Partij voor Europese Politiek,Partij voor Mens en Spirit,Partij voor Nederland,Partij voor de Dieren,Partij voor de Vrijheid,Partij één,Piratenpartij,Prov@i-b,Respect.Nu,Socialistische Partij,Soeverein Onafhankelijke Pioniers Nederland,Solidara,Staatkundig Gereformeerde Partij,StemNL,Trots op Nederland,Verenigde Senioren Partij,Vereniging LEF,Volkspartij voor Vrijheid en Democratie,VoorNederland,Vooruitstrevende Integratie Partij-Ouderen Unie,Vrede en Recht,Vrije Indische Partij-Ouderen Unie,Vrijzinnige Partij,dNU,cbs_gemeentecode,cbs_gemeente,verkiezing,cbs_wijkcode,stemburo,partij,aantal_stemmen
0307010000494617,15.0,,,,,,,,0.0,,,,,90.0,87.6,54.0,49.0,,,,,,55.2,2.0,0.0,,47.0,,,,,,51.2,,5.0,,,,,,0.0,,4.0,0.0,,2.0,,,3.0,19.0,,,,1.0,,0.0,,,,,2.0,0.0,1.0,,,,121.4,1.0,1.0,,2.0,,16.25,70.0,6.0,5.0,,0.0,45.4,3.0,,7.666666666666667,,10.0,,7.0,154.2,,,,,,,GM0307,Amersfoort,EP2004,WK030724,Kerkelijk Centrum De Herberg,Christen Democratisch Appél,3396
0307010000496510,21.6,1.0,16.0,0.0,0.0,40.0,22.0,0.0,0.0,0.0,4.0,80.0,3.0,109.2,141.25,81.42857142857143,59.0,0.0,218.0,1.0,0.0,5.0,108.4,1.0,1.0,1.0,60.0,,,17.0,14.0,0.0,161.3125,57.0,10.0,0.0,11.0,2.6666666666666665,84.0,144.0,2.0,19.0,1.0,0.0,0.0,0.0,,0.0,4.0,132.75,1.0,225.0,2.0,13.5,8.5,0.0,0.0,0.0,,0.0,4.0,4.0,5.0,0.0,11.0,0.0,340.4375,1.6666666666666667,0.0,,6.0,1.0,39.3,99.14285714285714,12.0,7.25,7.0,0.0,165.5625,0.0,,15.727272727272727,0.0,21.0,3.0,14.0,138.3125,2.0,0.0,6.0,2.0,0.0,10.0,GM0307,Amersfoort,EP2004,WK030707,Schoolgebouw De Vlindervallei,Christen Democratisch Appél,22034
0307010000496745,33.333333333333336,,8.0,,,128.0,,,0.0,3.0,,,2.0,126.0,214.66666666666666,69.5,,,4.5,0.0,,,105.16666666666667,,1.0,,,,,,33.0,2.0,74.5,,5.0,,,0.0,,,,,1.0,0.0,,0.0,,,1.0,,,,0.0,2.0,,0.0,,,,1.0,2.0,,2.0,3.0,,2.0,120.83333333333333,6.0,,,3.0,,25.0,89.0,6.0,3.6666666666666665,,,80.5,3.0,,7.4,0.0,16.5,,7.0,216.5,5.0,,1.0,,0.0,,GM0307,Amersfoort,GR2010,WK030719,Jongerencentrum De Neng,Burger Partij Amersfoort,6418
0307010000497127,69.0,3.0,34.0,3.0,0.0,227.0,69.0,6.0,0.0,8.0,17.0,32.0,5.0,179.8,278.8125,160.92857142857142,186.0,0.0,162.0,3.0,0.0,6.0,275.6666666666667,1.0,1.0,5.0,21.0,,,13.0,123.0,6.0,129.5625,132.0,5.0,0.0,3.0,4.666666666666667,63.0,308.0,0.0,14.0,6.0,0.3333333333333333,7.0,1.0,,2.0,1.0,54.25,0.0,46.0,2.0,8.0,1.0,0.0,2.0,0.0,,7.0,2.0,4.0,2.0,11.0,36.0,5.0,240.875,1.0,0.0,,3.0,1.0,53.6,228.0,6.0,16.75,21.0,0.0,143.3125,3.0,,19.545454545454547,1.0,15.0,1.0,7.0,516.8125,13.0,0.0,28.0,0.0,4.0,13.0,GM0307,Amersfoort,EP2004,WK030724,Sporthal Nieuwland,Christen Democratisch Appél,33572
0307010000497732,18.2,2.0,5.0,,,75.0,3.0,0.0,0.0,1.0,1.0,4.0,2.0,77.0,107.0,53.125,39.0,,5.5,0.0,,0.0,106.11111111111111,,1.0,0.0,,,,,27.0,0.0,59.111111111111114,,5.0,2.0,,0.6666666666666666,,,,,1.0,0.0,2.0,1.0,,,1.0,,,,1.0,2.0,,0.0,,,,3.0,2.0,,0.0,4.0,28.0,1.0,72.44444444444444,0.0,,,3.0,,20.0,63.666666666666664,6.0,5.5,3.0,,59.44444444444444,0.0,,6.5,0.0,4.5,,7.0,152.55555555555554,4.0,,6.0,,1.5,,GM0307,Amersfoort,EP2014,WK030719,De Faam,50PLUS,6666
0307010000498069,6.2,0.0,4.0,,,36.5,11.0,1.0,0.0,1.0,1.0,3.0,2.0,52.666666666666664,95.11111111111111,67.125,90.0,,4.5,0.0,,0.0,153.0,,1.0,0.0,,,,,13.0,0.0,88.0,,5.0,0.0,,0.3333333333333333,,,,,1.0,0.5,0.0,0.0,,,3.0,,,,0.0,1.0,,0.0,,,,0.0,2.0,,3.0,1.0,6.0,0.0,85.11111111111111,0.0,,,2.0,,24.0,46.0,6.0,3.25,4.0,,39.55555555555556,0.0,,13.333333333333334,0.0,5.5,,7.0,171.11111111111111,5.0,,3.0,,1.0,,GM0307,Amersfoort,EP2014,WK030716,Fonteinkerk,50PLUS,7201
0307010000501034,27.0,0.0,10.0,0.0,1.0,32.5,13.0,0.0,2.0,0.0,2.0,9.0,3.0,108.4,91.5,44.57142857142857,35.5,0.0,15.0,0.0,2.0,1.0,44.6,0.0,0.0,0.0,28.0,,,6.0,5.0,0.0,59.6875,25.0,5.0,0.0,1.0,2.3333333333333335,83.0,212.0,2.0,26.5,2.0,0.6666666666666666,0.0,0.5,,1.0,3.0,133.0,0.0,14.0,1.0,10.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,2.3333333333333335,0.0,19.0,0.0,185.625,2.0,1.0,,3.5,0.0,31.9,127.42857142857143,6.0,4.5,2.0,0.0,141.5,3.0,,11.0,0.0,23.0,6.5,7.0,66.375,3.0,0.0,7.0,3.0,1.0,10.0,GM0307,Amersfoort,EP2004,WK030703,Schoolgebouw De Magneet,Christen Democratisch Appél,13394
0307010000501916,18.0,,,0.0,1.0,,,,0.0,,,,,119.33333333333333,167.0,89.3,63.0,0.0,,,1.0,,99.5,0.0,2.0,,58.0,,,9.0,,,117.0909090909091,38.0,5.0,,0.0,,88.0,113.0,1.0,12.5,2.0,0.0,,0.0,,1.0,2.0,60.75,1.0,2.0,,9.5,0.5,0.0,0.0,0.0,,,2.0,1.0,1.0,,,,246.63636363636363,0.3333333333333333,0.0,,5.5,0.0,25.714285714285715,79.5,6.0,7.0,,0.0,106.72727272727273,1.0,,5.875,,14.5,1.5,7.0,253.8181818181818,,2.0,,0.0,,4.0,GM0307,Amersfoort,EP2004,WK030721,Schoolgebouw Gabrie Mehen,Christen Democratisch Appél,13390
0307010000502110,17.0,,12.0,,,36.0,,,1.0,0.0,,,3.0,57.0,33.42857142857143,52.857142857142854,,,2.0,0.0,,,72.85714285714286,,1.0,,,,,,16.0,2.0,75.85714285714286,,5.0,,,0.0,,,,,0.0,0.0,1.0,0.0,,,0.0,,,,1.0,1.0,,0.0,,,,2.0,2.0,,2.0,2.0,,1.0,70.42857142857143,1.0,,,3.5,,41.4,78.8,6.0,5.0,0.0,,57.285714285714285,5.0,,20.333333333333332,0.0,7.0,,7.0,47.57142857142857,3.0,,6.0,,1.5,,GM0307,Amersfoort,GR2010,WK030703,Orthodoxe Parochie St. Henricus,Burger Partij Amersfoort,3936
0307010000502319,11.4,0.0,10.0,,,38.5,5.0,0.0,0.0,0.0,3.0,10.0,1.0,56.0,44.22222222222222,36.625,37.0,,32.0,0.0,,1.0,93.0,,0.0,1.0,,,,,17.0,0.0,53.333333333333336,,5.0,0.0,,0.6666666666666666,,,,,1.0,0.0,0.0,0.0,,,1.0,,,,0.0,0.0,,0.0,,,,0.0,2.0,,0.0,0.0,11.0,0.0,77.22222222222223,1.0,,,2.5,,19.666666666666668,71.66666666666667,6.0,4.25,0.0,,76.55555555555556,3.0,,5.833333333333333,0.0,11.5,,7.0,98.66666666666667,4.0,,1.0,,0.5,,GM0307,Amersfoort,EP2014,WK030706,Verenigingsgebouw Juliana en Bernhard,50PLUS,5404
0307010000506701,11.8,1.0,23.0,,,41.0,24.0,0.0,0.0,2.0,2.0,2.0,7.0,68.0,50.44444444444444,37.5,25.0,,3.5,0.0,,5.0,160.11111111111111,,2.0,5.0,,,,,17.0,1.0,124.66666666666667,,5.0,0.0,,0.3333333333333333,,,,,1.0,0.0,5.0,1.5,,,4.0,,,,0.0,1.0,,0.0,,,,0.0,2.0,,4.0,1.0,2.0,1.0,98.11111111111111,0.0,,,3.5,,39.0,28.666666666666668,6.0,7.0,0.0,,64.0,1.0,,6.0,0.0,4.5,,7.0,133.44444444444446,0.0,,8.0,,0.5,,GM0307,Amersfoort,EP2014,WK030701,De Gerfkamer,50PLUS,6984
0307010000507559,11.4,0.0,13.0,0.0,0.0,65.5,8.0,0.0,0.0,0.0,4.0,10.0,3.0,99.0,155.25,77.78571428571429,67.0,0.0,8.5,0.0,0.0,2.0,168.86666666666667,3.0,0.0,2.0,58.0,,,6.0,8.0,1.0,194.75,36.0,5.0,1.0,1.0,0.3333333333333333,230.0,83.0,2.0,6.0,2.0,1.0,1.0,1.0,,0.0,0.0,40.25,3.0,15.0,0.0,12.0,1.0,0.0,0.0,0.0,,1.0,2.0,1.0,3.6666666666666665,2.0,8.0,3.0,227.9375,0.3333333333333333,0.0,,5.0,0.0,30.3,44.0,6.0,5.5,3.0,0.0,116.25,1.0,,23.545454545454547,0.0,5.0,2.0,7.0,162.4375,6.0,0.0,7.0,0.0,2.0,4.0,GM0307,Amersfoort,EP2004,WK030715,Schoolgebouw Guido de Brès,Christen Democratisch Appél,19847
0307010000508686,14.8,0.0,9.0,1.0,,28.5,12.0,1.0,0.0,1.0,3.0,2.0,5.0,81.0,118.4,59.61538461538461,46.5,0.0,2.0,0.0,,2.0,157.28571428571428,5.0,0.0,0.0,79.0,,,8.0,8.0,1.0,144.26666666666668,43.0,5.0,0.0,1.0,0.3333333333333333,141.0,102.0,0.0,16.0,3.0,0.3333333333333333,0.0,0.5,,0.0,2.0,47.0,,1.0,1.0,9.0,2.0,1.0,0.0,0.0,,2.0,2.0,2.0,2.0,0.0,16.0,0.0,149.86666666666667,0.0,0.0,,6.0,0.0,40.55555555555556,50.285714285714285,6.0,4.25,2.0,1.0,91.73333333333333,0.0,,24.0,0.0,10.0,2.5,7.0,190.53333333333333,0.0,,9.0,2.0,0.5,9.0,GM0307,Amersfoort,EP2004,WK030717,St. Ansfriduskerk,Christen Democratisch Appél,15723
0307010000510433,4.0,,,,,,,,0.0,,,,,61.0,49.0,29.25,,,,,,,59.25,,2.0,,,,,,,,42.5,,5.0,,,,,,,,2.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,,2.0,,1.0,,,,94.25,0.0,,,2.5,,15.666666666666666,37.0,6.0,5.0,,,46.5,0.0,,5.0,,6.0,,7.0,103.75,,,,,,,GM0307,Amersfoort,GR2010,WK030721,Schoolgebouw De Breede Hei,Burger Partij Amersfoort,1992
0307010000512671,28.0,3.0,5.0,0.0,0.0,75.0,15.0,4.0,0.0,0.0,3.0,0.0,1.0,142.8,237.875,102.35714285714286,83.0,0.0,3.5,0.0,0.0,1.0,98.8,0.0,0.0,1.0,69.0,,,7.0,20.0,3.0,96.0,39.0,5.0,0.0,0.0,1.3333333333333333,54.0,90.0,0.0,18.5,1.0,0.3333333333333333,1.0,0.0,,0.0,1.0,68.75,0.0,1.0,0.0,6.5,0.0,0.0,0.0,0.0,,2.0,2.0,5.0,3.0,3.0,36.0,2.0,161.0625,1.0,0.0,,3.5,0.0,22.6,74.57142857142857,6.0,3.75,6.0,0.0,98.1875,1.0,,10.181818181818182,0.0,10.0,3.5,7.0,217.5625,10.0,0.0,4.0,1.0,1.0,5.0,GM0307,Amersfoort,EP2004,WK030719,Kerkgebouw De Inham,Christen Democratisch Appél,18730
0307010000513802,23.0,0.0,,3.0,0.0,42.0,20.0,2.0,0.0,,2.0,6.0,,139.25,202.57142857142858,65.83333333333333,51.5,0.0,,,0.0,2.0,72.53846153846153,0.0,1.0,1.0,68.0,,,9.0,,,63.857142857142854,66.0,5.0,0.0,0.0,0.5,73.0,117.0,2.0,14.5,4.0,0.0,0.0,0.0,,0.0,7.0,75.0,1.0,0.0,,11.0,0.0,1.0,1.0,0.0,,,2.0,0.0,0.6666666666666666,,27.0,,175.92857142857142,1.6666666666666667,0.0,,2.0,0.0,17.444444444444443,72.5,6.0,7.0,2.0,1.0,97.42857142857143,0.0,,7.666666666666667,,12.5,0.0,7.0,203.78571428571428,,0.0,,2.0,0.0,5.0,GM0307,Amersfoort,EP2004,WK030719,De Malehoeve,Christen Democratisch Appél,14450
0307010000515457,13.0,,,,,,,,,,,,,,54.0,58.0,,,,,,,52.0,,,,,,,,,,42.0,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,,,,,,,,,,210.0,,,,,,13.0,64.0,,,,,61.0,,,14.0,,,,,82.0,,,,,,,GM0307,Amersfoort,PS2011,WK030706,Vakcollege Amersfoort,50PLUS,665
0307010000518016,7.2,2.0,4.0,0.0,,39.0,14.0,0.0,0.0,1.0,4.0,8.0,1.0,72.33333333333333,83.9090909090909,57.4,42.0,0.0,22.0,2.0,,0.0,90.81818181818181,,0.0,0.0,,,,2.0,13.0,0.0,38.0,,5.0,0.0,0.0,0.3333333333333333,,,,,2.0,0.3333333333333333,2.0,0.0,,0.0,1.0,0.0,,,0.0,3.0,,0.0,0.0,,,1.0,2.0,,2.0,2.0,3.0,3.0,70.81818181818181,0.0,,,2.5,1.0,13.875,46.42857142857143,6.0,5.25,3.0,,46.27272727272727,1.0,,5.5,0.0,7.5,0.0,7.0,191.45454545454547,10.0,,1.0,,3.5,,GM0307,Amersfoort,EP2014,WK030731,Schoolgebouw De Gondelier,50PLUS,7364
0307010000519467,20.8,0.0,7.0,,0.0,55.5,10.0,2.0,1.0,6.0,4.0,16.0,4.0,92.0,119.25,75.72727272727273,77.0,,16.5,1.0,0.0,0.0,142.08333333333334,,1.0,1.0,,,,,22.0,0.0,107.75,80.0,5.0,0.0,,0.3333333333333333,,213.0,,12.0,3.0,0.5,0.0,0.0,,,2.0,97.5,1.0,13.0,1.0,4.0,0.5,1.0,,0.0,,0.0,2.0,,1.5,4.0,12.0,2.0,173.0,0.3333333333333333,,,3.0,,32.714285714285715,81.66666666666667,6.0,6.0,3.0,,95.0,2.0,,4.777777777777778,0.0,13.0,5.0,7.0,191.83333333333334,12.0,0.0,8.0,3.0,0.5,4.0,GM0307,Amersfoort,EP2014,WK030721,Schoolgebouw De Dubbelster,50PLUS,12986
